Customer_ID,Age,Tenure_Months,Monthly_Charges_AED,Support_Calls,Contract_Type,Churned
CUST0101,49,1,115.54,6,One Year,0
CUST0102,50,24,54.38,4,Month-to-Month,0
CUST0103,20,9,55.21,0,Month-to-Month,0
CUST0104,47,17,85.88,2,Two Year,0
CUST0105,67,57,78.64,5,One Year,0
CUST0106,29,6,101.93,2,Month-to-Month,1
CUST0107,46,12,76.68,3,Month-to-Month,0
CUST0108,20,33,57.81,2,One Year,0
CUST0109,43,6,76.81,1,Month-to-Month,0
CUST0110,47,1,87.17,4,Month-to-Month,1
CUST0111,26,8,81.41,3,Month-to-Month,0
CUST0112,43,4,75.15,3,Month-to-Month,0
CUST0113,19,63,86.33,4,One Year,1
CUST0114,20,39,88.39,3,Month-to-Month,1
CUST0115,63,24,92.64,1,One Year,0
CUST0116,21,49,77.97,1,Month-to-Month,0
CUST0117,42,39,61.66,2,One Year,0
CUST0118,68,4,67.93,2,Two Year,0
CUST0119,30,53,89.13,1,One Year,0
CUST0120,56,18,48.66,3,Two Year,0
CUST0121,61,39,72.37,0,Two Year,0
CUST0122,52,54,57.13,4,Month-to-Month,0
CUST0123,40,9,65.57,4,One Year,0
CUST0124,26,2,90.57,0,Two Year,0
CUST0125,19,6,68.82,2,Month-to-Month,0
CUST0126,58,13,65.93,1,Month-to-Month,0
CUST0127,61,40,37.8,3,Two Year,0
CUST0128,48,47,79.93,1,One Year,0
CUST0129,61,1,77.91,4,Month-to-Month,1
CUST0130,64,17,108.27,5,Month-to-Month,1
CUST0131,19,12,58.84,0,One Year,0
CUST0132,49,6,69.38,1,One Year,0
CUST0133,35,3,69.99,3,One Year,0
CUST0134,30,9,96.55,6,One Year,0
CUST0135,63,68,63.09,2,One Year,0
CUST0136,22,9,70.58,2,One Year,0
CUST0137,59,17,77.16,2,One Year,0
CUST0138,61,29,68.73,3,One Year,0
CUST0139,27,10,56.07,3,One Year,1
CUST0140,60,72,68.88,2,Month-to-Month,0
CUST0141,42,72,86.47,1,Month-to-Month,1
CUST0142,51,6,44.47,2,Two Year,0
CUST0143,54,16,67.66,3,Month-to-Month,0
CUST0144,47,8,51.0,1,Month-to-Month,0
CUST0145,24,8,88.9,3,Month-to-Month,0
CUST0146,23,1,34.54,1,Two Year,0
CUST0147,20,22,53.82,1,Month-to-Month,0
CUST0148,30,16,72.54,1,Month-to-Month,0
CUST0149,20,1,96.31,6,Month-to-Month,0
CUST0150,43,7,63.68,6,One Year,0
CUST0151,41,57,53.9,1,Month-to-Month,1
CUST0152,23,6,102.62,5,Month-to-Month,1
CUST0153,60,3,36.04,4,Month-to-Month,1
CUST0154,66,16,21.02,3,Two Year,0
CUST0155,59,72,73.8,2,Month-to-Month,0
CUST0156,29,6,54.96,2,Month-to-Month,0
CUST0157,66,26,44.58,0,One Year,0
CUST0158,53,34,79.17,2,Two Year,0
CUST0159,19,6,69.88,2,One Year,0
CUST0160,28,31,53.72,2,Two Year,0
CUST0161,56,11,39.39,1,Two Year,0
CUST0162,51,24,82.45,2,Month-to-Month,0
CUST0163,43,24,78.0,4,One Year,0
CUST0164,35,18,63.02,4,Month-to-Month,0
CUST0165,38,2,101.93,4,One Year,1
CUST0166,53,43,43.6,3,Month-to-Month,0
CUST0167,57,9,34.49,2,Month-to-Month,0
CUST0168,69,4,51.16,2,Two Year,1
CUST0169,63,1,64.09,0,Month-to-Month,1
CUST0170,61,21,69.87,2,Two Year,0
CUST0171,39,27,60.18,4,Month-to-Month,0
CUST0172,47,1,72.04,2,Month-to-Month,0
CUST0173,67,17,39.97,6,Two Year,0
CUST0174,60,6,93.88,2,One Year,1
CUST0175,47,24,63.36,2,One Year,0
CUST0176,25,4,87.35,0,Month-to-Month,0
CUST0177,51,28,71.85,0,One Year,0
CUST0178,64,11,74.14,5,One Year,0
CUST0179,26,66,76.4,3,One Year,0
CUST0180,68,3,73.95,3,Month-to-Month,0
CUST0181,37,10,77.85,0,Two Year,0
CUST0182,57,2,91.58,2,One Year,0
CUST0183,42,62,68.93,2,Two Year,0
CUST0184,36,50,79.18,2,One Year,0
CUST0185,22,7,63.21,1,One Year,0
CUST0186,28,25,93.8,0,Month-to-Month,0
CUST0187,32,40,51.47,4,Month-to-Month,0
CUST0188,25,19,101.02,3,Two Year,0
CUST0189,36,18,64.2,3,Month-to-Month,0
CUST0190,40,6,36.38,7,Month-to-Month,0
CUST0191,44,2,67.56,2,Month-to-Month,1
CUST0192,57,54,51.38,3,Month-to-Month,0
CUST0193,49,55,81.81,2,Two Year,0
CUST0194,43,24,51.95,2,Two Year,0
CUST0195,44,9,56.08,4,Month-to-Month,1
CUST0196,36,10,27.21,7,Month-to-Month,0
CUST0197,67,31,55.95,2,One Year,0
CUST0198,59,54,20.0,5,One Year,0
CUST0199,46,52,33.32,3,Two Year,0
CUST0200,56,36,80.21,3,One Year,0
CUST0201,58,24,80.72,1,Month-to-Month,0
CUST0202,50,2,73.51,3,One Year,0
CUST0203,36,4,45.66,4,Two Year,0
CUST0204,54,54,64.05,3,One Year,0
CUST0205,36,22,64.93,3,One Year,0
CUST0206,50,1,41.83,2,Month-to-Month,0
CUST0207,64,2,95.07,4,One Year,0
CUST0208,33,26,82.55,4,One Year,0
CUST0209,40,1,60.58,1,Month-to-Month,0
CUST0210,24,4,65.54,2,Month-to-Month,0
CUST0211,43,19,69.17,2,Month-to-Month,0
CUST0212,49,28,24.17,2,Month-to-Month,0
CUST0213,29,25,60.06,3,Month-to-Month,0
CUST0214,25,6,51.36,1,Month-to-Month,0
CUST0215,22,29,44.97,5,One Year,0
CUST0216,59,6,59.38,2,Month-to-Month,1
CUST0217,45,9,100.95,1,Month-to-Month,1
CUST0218,22,32,77.82,2,Two Year,0
CUST0219,66,25,53.58,3,One Year,0
CUST0220,43,45,76.45,4,One Year,0
CUST0221,22,25,92.99,2,Month-to-Month,1
CUST0222,39,20,83.49,2,One Year,0
CUST0223,32,2,66.19,3,Month-to-Month,1
CUST0224,30,11,52.06,0,Two Year,0
CUST0225,45,7,78.96,2,Month-to-Month,0
CUST0226,50,6,72.87,3,One Year,0
CUST0227,60,72,82.9,0,Month-to-Month,0
CUST0228,40,11,77.7,4,One Year,1
CUST0229,50,53,85.99,2,One Year,0
CUST0230,60,23,54.3,3,Month-to-Month,0
CUST0231,35,38,91.35,4,Month-to-Month,0
CUST0232,67,16,68.95,3,One Year,0
CUST0233,47,20,106.51,2,Two Year,0
CUST0234,43,16,51.22,3,Two Year,0
CUST0235,33,5,99.72,2,Month-to-Month,0
CUST0236,30,30,68.96,0,Month-to-Month,0
CUST0237,56,7,51.97,1,Two Year,0
CUST0238,50,1,55.32,3,One Year,0
CUST0239,43,24,58.59,2,One Year,0
CUST0240,65,4,73.48,3,Two Year,0
CUST0241,18,67,75.46,1,Two Year,0
CUST0242,66,72,53.53,3,One Year,0
CUST0243,55,59,64.51,1,Month-to-Month,0
CUST0244,19,11,107.85,1,Month-to-Month,1
CUST0245,66,1,99.55,0,One Year,1
CUST0246,23,63,73.73,4,Month-to-Month,0
CUST0247,63,13,65.76,6,Month-to-Month,0
CUST0248,67,72,67.4,4,Month-to-Month,0
CUST0249,55,72,77.27,4,Month-to-Month,0
CUST0250,59,46,44.54,4,One Year,0
CUST0251,41,8,59.85,3,One Year,0
CUST0252,35,11,31.63,3,Month-to-Month,0
CUST0253,44,45,72.98,3,Month-to-Month,0
CUST0254,58,9,77.94,2,Two Year,0
CUST0255,25,4,55.34,2,Month-to-Month,1
CUST0256,45,19,96.48,3,One Year,0
CUST0257,27,66,40.48,1,Two Year,0
CUST0258,34,28,35.71,0,Month-to-Month,0
CUST0259,46,20,69.49,4,One Year,0
CUST0260,23,2,85.94,1,Two Year,0
CUST0261,31,22,98.68,1,Month-to-Month,1
CUST0262,39,72,55.82,3,One Year,0
CUST0263,23,3,86.57,5,Month-to-Month,0
CUST0264,43,17,64.23,4,Month-to-Month,0
CUST0265,56,50,61.55,3,Two Year,0
CUST0266,29,32,82.67,7,Two Year,0
CUST0267,52,28,78.05,3,One Year,0
CUST0268,31,29,33.47,1,Month-to-Month,0
CUST0269,39,10,94.53,0,Month-to-Month,1
CUST0270,68,8,92.6,3,One Year,0
CUST0271,40,39,52.49,1,Month-to-Month,0
CUST0272,65,39,72.92,2,One Year,0
CUST0273,24,48,74.88,1,One Year,0
CUST0274,57,58,70.21,2,One Year,0
CUST0275,67,17,53.99,1,One Year,0
CUST0276,42,16,51.57,2,Month-to-Month,0
CUST0277,30,38,64.49,4,Month-to-Month,0
CUST0278,38,25,88.45,3,Month-to-Month,1
CUST0279,58,29,75.87,4,One Year,0
CUST0280,27,38,57.59,1,One Year,0
CUST0281,26,52,80.43,1,One Year,0
CUST0282,32,9,20.0,2,One Year,0
CUST0283,69,11,87.98,2,Two Year,0
CUST0284,19,2,30.21,2,Month-to-Month,1
CUST0285,42,20,57.75,1,Month-to-Month,1
CUST0286,30,1,42.61,4,Month-to-Month,1
CUST0287,51,15,39.11,0,One Year,0
CUST0288,68,18,88.22,6,Month-to-Month,0
CUST0289,51,8,55.65,2,Two Year,1
CUST0290,52,21,71.93,3,One Year,0
CUST0291,55,1,64.06,3,Two Year,0
CUST0292,20,1,74.54,0,Two Year,0
CUST0293,59,41,66.54,4,Month-to-Month,0
CUST0294,23,10,39.34,1,Month-to-Month,0
CUST0295,65,3,84.93,4,One Year,1
CUST0296,66,17,55.12,1,Month-to-Month,1
CUST0297,36,35,33.87,2,Month-to-Month,0
CUST0298,20,5,56.44,3,One Year,0
CUST0299,35,23,95.02,1,Month-to-Month,0
CUST0300,56,2,82.0,2,One Year,1
CUST0301,26,1,58.03,0,One Year,0
CUST0302,69,18,58.01,3,Month-to-Month,0
CUST0303,29,18,58.57,6,Month-to-Month,0
CUST0304,22,24,106.53,3,Month-to-Month,0
CUST0305,20,31,72.64,5,One Year,0
CUST0306,28,72,73.6,4,Month-to-Month,0
CUST0307,47,17,85.61,3,Two Year,0
CUST0308,21,9,69.78,1,Month-to-Month,0
CUST0309,22,38,59.82,3,Month-to-Month,1
CUST0310,18,7,61.07,1,Month-to-Month,0
CUST0311,44,13,63.57,5,Month-to-Month,0
CUST0312,45,1,64.26,4,Month-to-Month,0
CUST0313,46,1,79.55,1,One Year,0
CUST0314,35,72,66.04,3,One Year,0
CUST0315,29,43,79.65,4,Month-to-Month,1
CUST0316,30,28,63.39,1,Month-to-Month,0
CUST0317,58,12,66.57,2,One Year,0
CUST0318,19,4,25.04,1,One Year,0
CUST0319,54,4,83.33,3,Month-to-Month,0
CUST0320,62,6,71.93,4,Two Year,0
CUST0321,33,19,84.96,6,Month-to-Month,0
CUST0322,65,30,20.0,2,One Year,0
CUST0323,41,25,106.77,5,Month-to-Month,0
CUST0324,52,7,62.21,1,Month-to-Month,1
CUST0325,39,72,87.16,0,Two Year,0
CUST0326,53,32,44.2,3,Month-to-Month,0
CUST0327,28,19,77.26,2,One Year,0
CUST0328,63,22,43.93,3,Month-to-Month,0
CUST0329,46,13,52.52,6,One Year,0
CUST0330,52,6,103.28,5,Two Year,1
CUST0331,65,10,61.19,5,Month-to-Month,0
CUST0332,32,34,69.35,6,Two Year,0
CUST0333,48,1,82.4,3,One Year,0
CUST0334,59,2,74.91,2,One Year,0
CUST0335,58,1,68.01,4,One Year,0
CUST0336,60,1,72.3,2,Two Year,0
CUST0337,33,46,113.07,4,Month-to-Month,1
CUST0338,27,29,63.85,0,Month-to-Month,0
CUST0339,66,15,69.02,7,Two Year,0
CUST0340,49,2,86.01,1,One Year,0
CUST0341,68,16,87.11,4,Month-to-Month,0
CUST0342,19,15,88.74,1,One Year,0
CUST0343,41,4,77.77,0,One Year,0
CUST0344,40,13,42.14,1,Month-to-Month,0
CUST0345,19,12,97.67,4,Month-to-Month,1
CUST0346,55,22,42.07,4,One Year,0
CUST0347,48,24,71.05,2,Month-to-Month,0
CUST0348,68,1,49.91,5,One Year,0
CUST0349,57,11,63.72,1,Two Year,0
CUST0350,43,23,71.58,4,Month-to-Month,1
CUST0351,46,16,71.43,1,Month-to-Month,0
CUST0352,20,46,73.44,1,Month-to-Month,0
CUST0353,31,25,97.27,2,Month-to-Month,1
CUST0354,42,4,74.07,1,One Year,0
CUST0355,65,1,60.12,5,Month-to-Month,0
CUST0356,18,24,84.28,2,One Year,0
CUST0357,20,1,88.79,1,Month-to-Month,1
CUST0358,43,21,40.45,2,Month-to-Month,0
CUST0359,35,67,76.95,2,Month-to-Month,1
CUST0360,26,20,79.02,2,Month-to-Month,1
CUST0361,55,11,59.05,1,Month-to-Month,0
CUST0362,40,24,92.51,3,Month-to-Month,0
CUST0363,38,14,62.0,2,Two Year,0
CUST0364,18,18,67.51,3,One Year,0
CUST0365,38,68,61.54,3,Month-to-Month,1
CUST0366,44,11,65.31,3,Month-to-Month,0
CUST0367,59,72,43.07,4,Month-to-Month,1
CUST0368,23,56,36.2,4,Month-to-Month,1
CUST0369,61,5,96.89,4,Month-to-Month,1
CUST0370,53,1,48.06,3,Month-to-Month,0
CUST0371,45,2,45.17,2,Month-to-Month,1
CUST0372,62,1,21.93,2,Month-to-Month,0
CUST0373,34,2,52.22,4,Month-to-Month,1
CUST0374,57,27,38.54,3,Month-to-Month,1
CUST0375,69,1,97.84,2,One Year,0
CUST0376,20,9,85.2,1,Month-to-Month,1
CUST0377,29,44,51.24,5,Month-to-Month,0
CUST0378,56,1,110.05,3,One Year,1
CUST0379,29,40,84.64,3,Two Year,0
CUST0380,19,7,58.5,2,Two Year,1
CUST0381,63,3,20.0,2,One Year,1
CUST0382,39,28,110.82,0,Month-to-Month,0
CUST0383,40,23,37.21,4,One Year,0
CUST0384,47,50,32.09,2,One Year,0
CUST0385,22,31,85.45,2,Month-to-Month,0
CUST0386,26,39,113.8,1,One Year,0
CUST0387,38,7,92.69,3,Two Year,0
CUST0388,28,4,76.28,2,Month-to-Month,0
CUST0389,22,33,76.9,4,Month-to-Month,0
CUST0390,52,39,82.07,2,Month-to-Month,0
CUST0391,44,72,80.18,1,Month-to-Month,0
CUST0392,66,12,70.62,4,Month-to-Month,0
CUST0393,19,11,67.08,0,One Year,0
CUST0394,41,35,63.75,0,One Year,0
CUST0395,48,10,49.92,3,Month-to-Month,0
CUST0396,50,64,59.39,0,Two Year,0
CUST0397,56,46,31.14,2,Month-to-Month,0
CUST0398,47,13,63.03,1,Month-to-Month,1
CUST0399,63,33,45.23,2,One Year,0
CUST0400,54,33,42.93,4,One Year,0
CUST0401,68,2,68.6,3,One Year,0
CUST0402,45,55,92.84,2,Two Year,0
CUST0403,48,16,83.37,0,One Year,0
CUST0404,28,42,33.59,3,Two Year,0
CUST0405,40,9,45.21,1,Month-to-Month,1
CUST0406,19,54,83.82,5,One Year,0
CUST0407,57,11,45.35,5,Two Year,0
CUST0408,58,1,60.51,2,One Year,1
CUST0409,44,56,76.0,5,Month-to-Month,0
CUST0410,52,2,45.63,0,One Year,0
CUST0411,19,9,67.11,2,One Year,0
CUST0412,56,71,38.32,3,Month-to-Month,0
CUST0413,54,72,52.97,1,Two Year,0
CUST0414,38,20,71.4,1,Month-to-Month,0
CUST0415,22,23,33.14,3,Month-to-Month,0
CUST0416,69,14,73.81,2,Two Year,0
CUST0417,62,8,64.61,7,Month-to-Month,0
CUST0418,38,9,76.05,0,Month-to-Month,1
CUST0419,46,26,69.48,2,One Year,0
CUST0420,37,33,92.28,5,One Year,0
CUST0421,55,37,67.5,1,Month-to-Month,0
CUST0422,37,37,56.41,1,Two Year,0
CUST0423,67,2,67.45,2,One Year,0
CUST0424,42,16,75.87,3,One Year,0
CUST0425,19,1,65.98,2,One Year,0
CUST0426,49,19,65.81,1,One Year,0
CUST0427,43,13,50.96,4,Month-to-Month,0
CUST0428,23,52,51.74,6,Month-to-Month,0
CUST0429,58,10,36.95,0,One Year,0
CUST0430,20,2,99.99,2,Two Year,0
CUST0431,50,3,40.12,2,Month-to-Month,1
CUST0432,18,34,51.14,2,One Year,0
CUST0433,68,23,50.63,2,Two Year,0
CUST0434,22,2,82.9,2,Month-to-Month,0
CUST0435,30,2,59.1,2,Month-to-Month,0
CUST0436,36,28,89.95,5,Month-to-Month,0
CUST0437,29,1,51.53,1,One Year,0
CUST0438,65,41,70.58,0,Month-to-Month,0
CUST0439,42,29,48.29,2,Month-to-Month,0
CUST0440,68,2,107.9,3,One Year,1
CUST0441,52,2,41.25,4,One Year,0
CUST0442,29,72,71.2,2,Month-to-Month,0
CUST0443,47,11,77.68,1,Month-to-Month,1
CUST0444,22,11,73.28,3,One Year,0
CUST0445,51,40,61.29,4,Two Year,0
CUST0446,39,70,62.4,3,Two Year,0
CUST0447,56,72,65.88,1,One Year,0
CUST0448,30,33,62.06,2,Month-to-Month,0
CUST0449,64,11,84.28,4,Month-to-Month,1
CUST0450,20,2,109.21,1,Month-to-Month,0
CUST0451,37,36,53.85,3,Month-to-Month,0
CUST0452,48,19,37.6,2,One Year,0
CUST0453,22,13,63.23,4,Month-to-Month,0
CUST0454,41,56,116.59,1,Month-to-Month,1
CUST0455,57,2,48.93,3,Two Year,0
CUST0456,50,16,97.78,1,Month-to-Month,0
CUST0457,25,1,98.55,2,Month-to-Month,1
CUST0458,41,15,53.93,1,Month-to-Month,0
CUST0459,67,1,76.38,3,One Year,0
CUST0460,37,3,97.57,6,One Year,1
CUST0461,33,3,57.42,4,Month-to-Month,0
CUST0462,67,25,60.93,3,One Year,0
CUST0463,69,32,53.37,4,One Year,0
CUST0464,29,21,44.7,4,Two Year,0
CUST0465,30,72,52.01,2,Two Year,0
CUST0466,62,11,40.52,0,Two Year,0
CUST0467,59,8,65.68,1,One Year,0
CUST0468,56,48,49.6,5,Month-to-Month,0
CUST0469,42,6,69.68,4,Month-to-Month,0
CUST0470,63,72,33.88,1,Month-to-Month,0
CUST0471,49,1,71.62,3,One Year,0
CUST0472,41,72,81.67,3,Two Year,0
CUST0473,65,1,25.13,2,One Year,0
CUST0474,64,53,72.48,1,Month-to-Month,0
CUST0475,61,18,89.55,3,One Year,0
CUST0476,26,72,40.81,1,Two Year,0
CUST0477,57,1,98.45,0,One Year,1
CUST0478,67,19,73.38,2,Two Year,0
CUST0479,40,72,50.9,1,Two Year,0
CUST0480,67,17,63.88,3,Two Year,0
CUST0481,30,23,76.17,3,One Year,0
CUST0482,49,28,66.52,0,One Year,0
CUST0483,67,14,75.78,2,Month-to-Month,0
CUST0484,32,23,46.59,1,Month-to-Month,0
CUST0485,53,21,68.39,2,One Year,0
CUST0486,66,55,36.73,4,Month-to-Month,0
CUST0487,22,1,62.78,3,Two Year,0
CUST0488,39,7,46.92,1,Month-to-Month,1
CUST0489,33,72,50.29,3,Two Year,0
CUST0490,58,53,89.72,3,Month-to-Month,0
CUST0491,27,14,86.83,3,Month-to-Month,1
CUST0492,41,23,77.18,2,Two Year,0
CUST0493,35,7,43.15,2,Month-to-Month,0
CUST0494,66,5,58.67,2,Month-to-Month,1
CUST0495,35,14,89.26,3,Month-to-Month,0
CUST0496,24,10,67.83,1,One Year,0
CUST0497,21,21,111.39,3,Month-to-Month,0
CUST0498,43,1,72.87,0,One Year,0
CUST0499,22,72,68.84,2,One Year,0
CUST0500,33,72,58.82,4,One Year,0
CUST0501,52,28,67.67,2,One Year,0
CUST0502,43,18,61.95,5,One Year,0
CUST0503,35,8,79.16,3,Month-to-Month,0
CUST0504,46,40,84.13,0,Two Year,0
CUST0505,40,27,49.28,5,Month-to-Month,0
CUST0506,31,4,38.38,3,One Year,1
CUST0507,32,58,28.28,3,Month-to-Month,0
CUST0508,66,41,75.16,4,Two Year,0
CUST0509,50,71,42.93,3,Month-to-Month,0
CUST0510,42,31,21.94,1,Month-to-Month,0
CUST0511,38,22,72.77,3,One Year,0
CUST0512,34,13,114.86,3,One Year,0
CUST0513,40,64,64.88,3,Month-to-Month,1
CUST0514,60,48,81.77,3,One Year,0
CUST0515,34,1,66.64,3,One Year,0
CUST0516,31,1,63.02,3,Two Year,0
CUST0517,46,11,83.38,3,One Year,0
CUST0518,37,39,59.19,1,Month-to-Month,0
CUST0519,47,72,70.35,1,Month-to-Month,0
CUST0520,36,3,71.43,4,Two Year,1
CUST0521,56,21,51.64,1,Two Year,0
CUST0522,30,11,84.84,0,Month-to-Month,1
CUST0523,35,72,61.5,1,Month-to-Month,0
CUST0524,40,44,49.89,3,One Year,0
CUST0525,63,43,75.73,3,Month-to-Month,0
CUST0526,50,15,47.03,4,Month-to-Month,0
CUST0527,56,12,65.56,1,Month-to-Month,0
CUST0528,57,7,64.82,3,Month-to-Month,0
CUST0529,35,1,86.72,3,Month-to-Month,0
CUST0530,26,48,74.49,6,One Year,0
CUST0531,50,40,64.5,1,Month-to-Month,0
CUST0532,49,72,81.36,3,Month-to-Month,0
CUST0533,34,72,92.8,4,Month-to-Month,0
CUST0534,36,19,76.16,1,Month-to-Month,1
CUST0535,44,35,65.21,3,Month-to-Month,0
CUST0536,23,69,38.76,3,Month-to-Month,0
CUST0537,52,45,43.7,0,One Year,0
CUST0538,54,6,58.9,2,Month-to-Month,0
CUST0539,51,14,52.81,0,Month-to-Month,0
CUST0540,37,3,61.26,5,Month-to-Month,1
CUST0541,42,72,66.13,3,One Year,0
CUST0542,21,22,75.59,1,Two Year,0
CUST0543,27,6,63.59,1,Month-to-Month,0
CUST0544,27,26,74.73,2,Two Year,0
CUST0545,41,23,66.29,5,Month-to-Month,0
CUST0546,38,10,25.49,3,Two Year,0
CUST0547,28,2,46.21,1,Month-to-Month,0
CUST0548,44,26,62.12,1,One Year,0
CUST0549,33,17,40.81,6,One Year,0
CUST0550,43,35,77.0,2,Month-to-Month,0
CUST0551,47,17,95.62,2,Two Year,1
CUST0552,66,45,89.38,2,One Year,0
CUST0553,33,19,60.73,2,Month-to-Month,0
CUST0554,24,19,94.81,2,Month-to-Month,0
CUST0555,33,50,67.97,0,Month-to-Month,0
CUST0556,52,12,58.26,1,Two Year,0
CUST0557,33,3,52.73,2,One Year,0
CUST0558,57,1,58.95,1,Month-to-Month,1
CUST0559,29,33,57.24,3,One Year,0
CUST0560,52,23,68.41,5,Two Year,0
CUST0561,66,29,68.21,2,One Year,0
CUST0562,38,5,65.06,4,One Year,0
CUST0563,67,3,73.74,1,One Year,1
CUST0564,60,1,88.81,4,Month-to-Month,1
CUST0565,53,10,83.99,4,Month-to-Month,1
CUST0566,65,21,35.3,1,Two Year,0
CUST0567,34,11,20.0,2,Month-to-Month,1
CUST0568,49,13,83.69,2,Two Year,0
CUST0569,58,56,37.66,4,Month-to-Month,0
CUST0570,23,10,60.5,2,Month-to-Month,0
CUST0571,41,17,41.6,3,Two Year,0
CUST0572,44,36,28.96,0,One Year,0
CUST0573,37,12,75.83,4,Month-to-Month,0
CUST0574,42,23,80.18,3,One Year,0
CUST0575,19,47,53.47,1,One Year,0
CUST0576,26,71,20.0,1,One Year,0
CUST0577,45,3,54.08,2,Month-to-Month,0
